,index,question,model_answer,student_answer,grade,source,ID,Duplicate_ID,student_answer_paraphrased,model_answer_paraphrased
1220,1220,how are infix expressions evaluated by computers?,"first, they are converted into postfix form, followed by an evaluation of the postfix expression.","computers cannot evaulate infix expressions, it must first convert infix to postfix expression then it can evaluate.",1.0,mohler_dataset_edited.csv,4,48,The computer cannot evade the infix expression because it will have to convert the infix to the postfix expression first before it can be evaluated.,"first, they are converted into postfix form, followed by an evaluation of the postfix expression."
3468,3468,what are the elements typically included in a class definition?,function members and data members.,member functions and data members,1.0,short_answer_grading.csv,0,49,a member function and a data member,function members and data members.
4219,685,what are the elements typically included in a class definition?,function members and data members.,"class name,, semicolon at the end of the definition, private and public followed by "":""",0.6,short_answer_grading.csv,0,49,Class name (semi-colon at end of definition) * Private and public (following :),function members and data members.
94,94,what are the elements typically included in a class definition?,function members and data members.,data members and function definitions,1.0,mohler_dataset_edited.csv,4,49,Data members and definition of function.,function members and data members.
76,76,what are the elements typically included in a class definition?,function members and data members.,"a class definition typically includes the class name, the classes constructor(s), and any extra functions and class variables.",0.8,mohler_dataset_edited.csv,4,49,"Typical definitions of classes include class names, class builders, any extra functions and class variables.",function members and data members.
2663,2663,what are the elements typically included in a class definition?,function members and data members.,"the name of the class file, the parameters it must take to perform its function.   also a brief description of what the class does.",0.6,short_answer_grading.csv,0,49,Class file name and parameters that the class must take to perform its functions * Class actions are also briefly described.,function members and data members.
2811,2811,what are the elements typically included in a class definition?,function members and data members.,the return value and the accepted value.,0.3,short_answer_grading.csv,0,49,Return and Accepted values.,function members and data members.
2718,2718,what are the elements typically included in a class definition?,function members and data members.,input address return type elements,0.5,short_answer_grading.csv,0,49,Element of type that returns input address.,function members and data members.
2772,2772,what are the elements typically included in a class definition?,function members and data members.,"a class definition typically includes the class name, the classes constructor -lrb- a -rrb-  , and any extra functions and class variables.",0.8,short_answer_grading.csv,0,49,"Typical definitions of classes include their name, class name, lrb-a-rrb-construct, any extra function and variable.",function members and data members.
1729,1729,what are the elements typically included in a class definition?,function members and data members.,"the elements typically included in a class definition are the function prototypes, usually declared public, and the data members used in the class, which are usually declared private.",1.0,mohler_dataset_edited.csv,4,49,The typical element in class definitions is a functional prototype that is usually declared public and a data member that is usually used in class definitions.,function members and data members.
757,757,what are the elements typically included in a class definition?,function members and data members.,"class is user defined.  it contains members, data and functions.  the keyword class is used and includes brackets ({})",0.8,mohler_dataset_edited.csv,4,49,"The user defines a class. A class contains members, data and functions, uses a keyword class and includes brackets.",function members and data members.
803,803,what are the elements typically included in a class definition?,function members and data members.,"a class definition includes the definitions of the class' constructor(s) and any public or private functions. of course, it also #includes the class header and any necessary c libraries",0.6,mohler_dataset_edited.csv,4,49,"Class definitions include class constructions and any public or private function, of course it also includes class headers and any needed c libraries.",function members and data members.
397,397,what are the elements typically included in a class definition?,function members and data members.,constructor data members methods,0.9,mohler_dataset_edited.csv,4,49,The method of data member construction.,function members and data members.
2304,2304,what are the elements typically included in a class definition?,function members and data members.,"constructor, and function definitions.",0.7,short_answer_grading.csv,0,49,The constructor and the definition of function.,function members and data members.
3836,302,what are the elements typically included in a class definition?,function members and data members.,"access specifiers and functions, oftentimes a constructor.",0.6,mohler_dataset_edited.csv,4,49,"Accessible: Specifications, functions, and often constructions.",function members and data members.
540,540,what are the elements typically included in a class definition?,function members and data members.,"data members, functions and function definitions, variables.",1.0,mohler_dataset_edited.csv,4,49,"Data members, function definitions and variables.",function members and data members.
2602,2602,what are the elements typically included in a class definition?,function members and data members.,"class is user defined.   it contains members, data and functions.   the keyword class is used and includes brackets -lrb-  -rrb-",0.8,short_answer_grading.csv,0,49,"The user defines a class. A class contains members, data and functions, uses a keyword class and includes brackets.",function members and data members.
333,333,what are the elements typically included in a class definition?,function members and data members.,"function members and member attributes, or in other words, the class variables and functions.",1.0,mohler_dataset_edited.csv,4,49,"In other words, a function is a member and its attributes, or a class variable and function.",function members and data members.
1620,1620,what are the elements typically included in a class definition?,function members and data members.,return type and input parameters,0.4,mohler_dataset_edited.csv,4,49,Return type and input parameter.,function members and data members.
1616,1616,what are the elements typically included in a class definition?,function members and data members.,class definitions include the name of the class and type of parameters,0.5,mohler_dataset_edited.csv,4,49,The definition of a class includes the name of the class and the type of parameter.,function members and data members.
628,628,what are the elements typically included in a class definition?,function members and data members.,"parameters and their type, class name, and return type, and the code to be executed in the class.",0.6,mohler_dataset_edited.csv,4,49,"Parameters, types, class names, types of returns, and code executed in the class.",function members and data members.
2028,2028,what are the elements typically included in a class definition?,function members and data members.,"constructor, functions, and variables native to the class.",0.8,short_answer_grading.csv,0,49,"A construct, function, and variable that is native to the class.",function members and data members.
1093,1093,what are the elements typically included in a class definition?,function members and data members.,"the elements that are included in a class definition is the access-modifier, data types, variables, and function signatures.",0.8,mohler_dataset_edited.csv,4,49,"The elements in the class definition are access modifications, data type, variables, and function signatures.",function members and data members.
952,952,what are the elements typically included in a class definition?,function members and data members.,the functions and variables used when the object is defined for the class.,0.8,mohler_dataset_edited.csv,4,49,Functions and variables used when defining classes of objects.,function members and data members.
1264,1264,what are the elements typically included in a class definition?,function members and data members.,"class variables, class function prototypes",0.9,mohler_dataset_edited.csv,4,49,a class variable and a prototype class function.,function members and data members.
1553,1553,what are the elements typically included in a class definition?,function members and data members.,"a constructor, private and public variables, and function prototypes",0.8,mohler_dataset_edited.csv,4,49,"The construction, the private and public variables, and the functional prototype.",function members and data members.
385,385,what are the elements typically included in a class definition?,function members and data members.,the variables and function prototypes.,0.8,mohler_dataset_edited.csv,4,49,a variable; a functional prototype,function members and data members.
1355,1355,what are the elements typically included in a class definition?,function members and data members.,"data variables and functions, data members",1.0,mohler_dataset_edited.csv,4,49,"Data variables, data functions and data members.",function members and data members.
1567,1567,what are the elements typically included in a class definition?,function members and data members.,public and private variables and initiations of functions included in the class.,0.7,mohler_dataset_edited.csv,4,49,Public and private variables and the initiating of functions that are part of the class.,function members and data members.
1568,1568,what are the elements typically included in a class definition?,function members and data members.,"the name of the class file, the parameters it must take to perform its function.  also a brief description of what the class does.",0.5,mohler_dataset_edited.csv,4,49,Class file name and parameters that the class must take to perform its functions * Class actions are also briefly described.,function members and data members.
620,620,what are the elements typically included in a class definition?,function members and data members.,input  & return type elements,0.4,mohler_dataset_edited.csv,4,49,Element of type input and return.,function members and data members.
622,622,what are the elements typically included in a class definition?,function members and data members.,"class name, {}, semicoln at the end of the defination, private and bublic followed by "": """,0.5,mohler_dataset_edited.csv,4,49,"At the end of the definition, the classes are named after Semicoln, private and public (see:).",function members and data members.
4444,910,what are the elements typically included in a class definition?,function members and data members.,"a class definition includes the definitions of the class 'a constructor -lrb- a -rrb- and any public or private functions.   of course, it also includes the class header and any necessary a libraries",0.6,short_answer_grading.csv,0,49,Class definitions also include any of the classes (a constructor -lrb-a-rrb-) as well as public and private functions (of course library definitions also include class headers and any necessary functions).,function members and data members.
536,536,what are the elements typically included in a class definition?,function members and data members.,functions and data members,1.0,mohler_dataset_edited.csv,4,49,Functions and data members.,function members and data members.
738,738,what are the elements typically included in a class definition?,function members and data members.,member functions and data members.,1.0,mohler_dataset_edited.csv,4,49,The member functions and the data member.,function members and data members.
198,198,what are the elements typically included in a class definition?,function members and data members.,class name data of class definition of functions and methods,0.9,mohler_dataset_edited.csv,4,49,Class data is a set of definitions of functions and methods.,function members and data members.
150,150,what are the elements typically included in a class definition?,function members and data members.,"data members, class variables, and functions",1.0,mohler_dataset_edited.csv,4,49,"Data members, class variables, functions.",function members and data members.
4303,769,what are the elements typically included in a class definition?,function members and data members.,constructor  data members  methods,0.9,short_answer_grading.csv,0,49,"The constructor, the data member, and the method.",function members and data members.
199,199,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",c++ will create a default constructor when no other constructor is present.,1.0,mohler_dataset_edited.csv,4,50,C++ creates default constructors when no other constructor is present.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
2015,2015,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",a plus plus will create a default constructor when no other constructor is present.,1.0,short_answer_grading.csv,0,50,Plus creates default constructs when no other construct is present.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
1995,1995,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when no parameters are set is when a default constructor is used.,0.6,short_answer_grading.csv,0,50,When the default construct is used there is no parameter set.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
1408,1408,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when a class does not explicitly include a constructor.,1.0,mohler_dataset_edited.csv,4,50,unless the constructor is explicitly included in the class.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
46,46,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when one is not explicitly included by a class,1.0,mohler_dataset_edited.csv,4,50,If the class explicitly does not include one.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
1800,1800,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when the class does not explicitly include a constructor.,1.0,short_answer_grading.csv,0,50,unless the constructor is explicitly included in the class.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
1865,1865,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when you done specify any constructors.,1.0,short_answer_grading.csv,0,50,When you are done specifying any constructor.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
525,525,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when there is not one already for a specific class,1.0,mohler_dataset_edited.csv,4,50,There isn't already one for a specific class.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3306,3306,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when no user-defined constructor exists,1.0,short_answer_grading.csv,0,50,When the construct that users define does not exist.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3286,3286,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.","when no constructor exists when one is needed, a parameter less default constructor is declared.",1.0,short_answer_grading.csv,0,50,"If the construct doesn't exist and is needed, the default construct is declared less than the construct.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
680,680,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.","the compiler creates this automatically for you, unless you specifically create one.",1.0,mohler_dataset_edited.csv,4,50,"If you don't create one specifically, the compiler will automatically create this for you.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3073,3073,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.","if a class does not explicitly include a constructor, the compiler creates one.",1.0,short_answer_grading.csv,0,50,"If the class does not explicitly include a compiler, it is a construct that is created by the compiler.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
2455,2455,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when every you done specific your own,1.0,short_answer_grading.csv,0,50,When you are specific about every thing you do.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
2367,2367,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.","at the very beginning when you run a compiler, matter a fact in a plus plus it generates its own default constructor for the class provided if no other constructors have been provided by user",1.0,short_answer_grading.csv,0,50,"The fact matters very much when you begin to run compiles, and if the user doesn't provide other constructs, it generates the default construct for the class provided.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
126,126,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",c++ creates a default constructor during compilation if one is not provided.,1.0,mohler_dataset_edited.csv,4,50,"If the default constructor is not provided, C++ creates it when compiling.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
2144,2144,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",before the main function of the code.,0.2,short_answer_grading.csv,0,50,before the main code function.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
375,375,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when it the programs compiles,0.7,mohler_dataset_edited.csv,4,50,When the program was compile.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3909,375,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",in any class that doesn't explicitly include a constructor.,1.0,mohler_dataset_edited.csv,4,50,The constructor is not explicitly in any class.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
847,847,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",during compilation,0.7,mohler_dataset_edited.csv,4,50,compilation,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3735,201,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.","at the very beginning when you run a complier, matter a fact in c++ it generates its own default constructor for the class provided if no other constructors have been provided by user",1.0,mohler_dataset_edited.csv,4,50,"Matter of fact, when you run complier, in C++, when there are no other constructs that users would provide, complier will generate default constructs for the class provided.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3687,153,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when you dont specify any constructors.,1.0,mohler_dataset_edited.csv,4,50,unless you specify any constructor.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3210,3210,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",the compiler will provide one when class does not explicitly include a constructor.,1.0,short_answer_grading.csv,0,50,"If the class does not explicitly include constructors, the compiler will provide one.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
1183,1183,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when there are no arguments passed.,0.3,mohler_dataset_edited.csv,4,50,"When the argument is passed, it is not.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
467,467,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when a constructor is not provided by the programmer of the class,1.0,mohler_dataset_edited.csv,4,50,if the class programmers don't provide the construction.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3682,148,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",whenevery you dont specifiy your own,1.0,mohler_dataset_edited.csv,4,50,You are not spewing your own.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
808,808,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",the compiler will provide one when class does not explictly include a consructor.,1.0,mohler_dataset_edited.csv,4,50,"If the conspirators aren't in the class (explicably), then the compiler provides one.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
1310,1310,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when one is not explicitly stated.,1.0,mohler_dataset_edited.csv,4,50,If one is not explicitly stated.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3847,313,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when the programmer does not explicitly include a constructor,1.0,mohler_dataset_edited.csv,4,50,Unless the programmers explicitly include the construct.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
2911,2911,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.","when no constructor was specified in the constructor 'a class, but the class is instantiated in a program.",1.0,short_answer_grading.csv,0,50,If the constructor is not specified in a constructor class but is instantiated in a program.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
356,356,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when non are provided,1.0,mohler_dataset_edited.csv,4,50,When there is no provision.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
652,652,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",in any class that does not explicitly include a constructor.,1.0,mohler_dataset_edited.csv,4,50,The constructor is not explicitly in any class.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
2796,2796,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when you do not provide your own constructor.,1.0,short_answer_grading.csv,0,50,When you don't provide your construction.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
1536,1536,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",the compiler creates a default constructor when we do not define one in our class file,1.0,mohler_dataset_edited.csv,4,50,"If we don't define constructs in our class files, the compiler will create the default constructor.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
1537,1537,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.","when no constructor was specified in the constructor's class, but the class is instantiated in a program.",1.0,mohler_dataset_edited.csv,4,50,If the constructor is not specified in its class but is instantiated in the program.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
1381,1381,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",when a class does not explicitly include a constructor,1.0,mohler_dataset_edited.csv,4,50,unless the constructor is explicitly included in the class.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
92,92,when does c++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.","when no constructor exists when one is needed, a parameterless default constructor is declared.",1.0,mohler_dataset_edited.csv,4,50,"If the construct does not exist and is needed, the default construct will be declared without parameters.","if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3265,3265,when does a++ create a default constructor?,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor.",a plus plus creates a default constructor during compilation if one is not provided.,1.0,short_answer_grading.csv,0,50,Plus creates default constructors when compiling if the constructor is not provided.,"if no constructor is provided, the compiler provides one by default. if a constructor is defined for a class, the compiler does not create a default constructor."
3054,3054,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.","infinite recursion is an infinite loop if the condition is not met.   either omitting the base case, or writing the recursion step incorrectly so that it does not converge on the base case causes ""indefinite"" recursion, eventually exhausting memory.",1.0,short_answer_grading.csv,0,51,Recursion is an infinite loop if the conditions don't meet. Infinite recursion is eventually exhausted by memory because the base case is omitted or the steps of recursion are incorrectly written to not converge.,"if the recursion step is defined incorrectly, or if the base case is not included."
1100,1100,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",function is never allowed to reach the 'base case',1.0,mohler_dataset_edited.csv,4,51,Functions are never allowed to reach a base case.,"if the recursion step is defined incorrectly, or if the base case is not included."
2013,2013,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.","function is never allowed to reach the ""base case""",1.0,short_answer_grading.csv,0,51,Functions are never allowed to reach a base case.,"if the recursion step is defined incorrectly, or if the base case is not included."
3518,3518,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.","if the recursion function never reaches or successfully defines the base case it will recourse forever.   this happens many ways, such as the function does not progress towards the base case, or the function is coded poorly and does not even contain a base case.",1.0,short_answer_grading.csv,0,51,"There is forever recourse if the recursion function never reaches the base case or fails to define it successfully, in many ways, such as it never progresses to the base case, or is poorly coded and even void of the base case.","if the recursion step is defined incorrectly, or if the base case is not included."
600,600,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",no base case or if the programmar does not define the base case as the simplest case and it never gets reached,1.0,mohler_dataset_edited.csv,4,51,There is no base case or the programmar has not defined it as the simplest case and it has never reached.,"if the recursion step is defined incorrectly, or if the base case is not included."
1634,1634,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",infinite recursion may occur if no base case is defined or if the call is not varied.,0.9,mohler_dataset_edited.csv,4,51,Infinite recurrences can occur without defining base cases or varying calls.,"if the recursion step is defined incorrectly, or if the base case is not included."
1628,1628,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.","a base case that is the simplest case for a problem so that the function will lead to it, if this does not happen then it will end up as an infinite loop. and a condition to know when to terminate.",1.0,mohler_dataset_edited.csv,4,51,"The basis case for the problem is the simplest to lead to a function. If it doesn't end up in an infinite loop, it does. And the condition for knowing when the termination is.","if the recursion step is defined incorrectly, or if the base case is not included."
275,275,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",recursion refers to situations in which functions call themselves. these types of functions are known as recursive functions. that being said infinite recursion occurs when the function is designed in such a way as to call it self forever without stopping possible causes,0.6,mohler_dataset_edited.csv,4,51,"Recursion refers to situations where functions call them. These types of functions are known as recurrence functions. If a function is designed so that it can call it forever without stopping what could be the cause, then recurrence is infinite.","if the recursion step is defined incorrectly, or if the base case is not included."
3885,351,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.","infinite recursion is an infinite loop if the condition is not met.  either omitting the base case, or writing the recursion step incorrectly so that it does not converge on the base case causes ""indefinite"" recursion, eventually exhausting memory.",1.0,mohler_dataset_edited.csv,4,51,"If the conditions don't meet, the infinite recursion is an infinite loop. If the base case is omitted or the steps of the recursion are not written correctly, the infinite recursion is infinite and eventually exhausts memory.","if the recursion step is defined incorrectly, or if the base case is not included."
119,119,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.","no base case, or an incorrectly written recursion step that does not converge on the base case will lead to infinite recursion.",1.0,mohler_dataset_edited.csv,4,51,There is no base case or incorrectly written steps into recurrence that lead to infinite recurrences.,"if the recursion step is defined incorrectly, or if the base case is not included."
2803,2803,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",badly designed algorithms. using recursion for a non recursive problem.,0.5,short_answer_grading.csv,0,51,"Bad algorithm design, recursion is used for non-recursive problems.","if the recursion step is defined incorrectly, or if the base case is not included."
2667,2667,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",incorrect or missing base case.   must reduce to the base case.   the function must get simpler each time it is run -lrb- converge to the base case -rrb-  .,1.0,short_answer_grading.csv,0,51,Neither correct nor misses base cases. Base cases must be reduced. Functions must get simpler every time they run. lrb-converges with base cases.,"if the recursion step is defined incorrectly, or if the base case is not included."
3706,172,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.","if the recursion function never reaches or successfully defines the base case it will recurse forever.  this happens many ways, such as the function doesn't progress towards the base case, or the function is coded poorly and doesn't even contain a base case.",1.0,mohler_dataset_edited.csv,4,51,"If the recurrency function never reached the base case or succeeded in defining it, it recurrences forever. This happens in many ways, the function never progresses towards the base case, it is poorly coded and doesn't even contain the base case.","if the recursion step is defined incorrectly, or if the base case is not included."
362,362,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",improper handling of cases such that not all possible values are able to be handled.,0.7,mohler_dataset_edited.csv,4,51,"The case is handled incorrectly, so not all values can be handled correctly.","if the recursion step is defined incorrectly, or if the base case is not included."
860,860,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",not having a base case that returns a base value.,0.8,mohler_dataset_edited.csv,4,51,There is no base case that returns the base value.,"if the recursion step is defined incorrectly, or if the base case is not included."
872,872,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",badly designed algorithyms. using recursion for a non recursive problem.,0.5,mohler_dataset_edited.csv,4,51,"Bad algorithm design, recursion is used for non-recursive problems.","if the recursion step is defined incorrectly, or if the base case is not included."
1504,1504,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",the recursive problem cannot be reduced to reach the base case.,0.9,mohler_dataset_edited.csv,4,51,The recursive problem cannot be reduced to reach a base case.,"if the recursion step is defined incorrectly, or if the base case is not included."
1961,1961,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",no base case or if the programmer does not define the base case as the simplest case and it never gets reached,1.0,short_answer_grading.csv,0,51,There is no base case or the programmers have not defined it as the simplest case and it has never reached.,"if the recursion step is defined incorrectly, or if the base case is not included."
68,68,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.","not having a base case, or building a recursion process that doesn't converge on the base case.",1.0,mohler_dataset_edited.csv,4,51,There is no base case or a recursion process is being built that does not converge.,"if the recursion step is defined incorrectly, or if the base case is not included."
721,721,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",there is no base case. the recursion step doesn't reduce the problem during each recursive call.,0.9,mohler_dataset_edited.csv,4,51,"Baseless case, recurrence steps do not reduce the problem at each recursion call.","if the recursion step is defined incorrectly, or if the base case is not included."
746,746,"when defining a recursive function, what are possible causes for infinite recursion?","if the recursion step is defined incorrectly, or if the base case is not included.",no base case no change in values.,0.9,mohler_dataset_edited.csv,4,51,Baseless case of no change in values.,"if the recursion step is defined incorrectly, or if the base case is not included."
